"Relative Time","vuser_end_Transaction","vuser_init_Transaction"
"00:00","","0"
"00:08","","0"
"00:20","","0"
"00:28","","0"
"00:40","","0"
"00:48","","0"
"01:48","0",""
"01:56","0",""
"02:00","0",""
"02:04","0",""
"02:08","0",""
"02:16","0",""
