"Relative Time","Hits"
"00:00","0"
"00:04","1"
"00:08","0"
"00:12","0"
"00:16","1"
"00:20","0"
"00:24","1"
"00:28","0"
"00:32","0"
"00:36","0"
"00:40","0"
"00:44","0.5"
"00:48","1"
"00:52","0.5"
"00:56","0"
"01:00","1.25"
"01:04","0.5"
"01:08","1.25"
"01:12","0"
"01:16","0.75"
"01:20","0.25"
"01:24","0.75"
"01:28","0.5"
"01:32","0.5"
"01:36","0.5"
"01:40","0"
"01:44","1.5"
"01:48","1.5"
"01:52","0"
"01:56","1.5"
"02:00","2"
"02:04","0"
"02:08","1"
"02:12","0"
"02:16","2"
